simulated_personas_10000-2
PersonaID,Area,UrbanRural,Gender,AgeGroup,TopFlavor1,TopFlavor2,TopFlavor3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714,A2,Rural,Female,26-40,Tropical Punch,Minty Lemon,Crispy Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715,A3,Urban,Male,41,Melon Fresh,Tangy Lime,Crispy Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716,A2,Urban,Female,26-40,Peppermint,Creamy Latte,Wintergreen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717,A4,Rural,Female,26-40,Minty Watermelon,Tropical Punch,Tangy Lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2718,A4,Urban,Male,26-40,Creamy Latte,Icy Berries,Tropical Mango,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719,A1,Rural,Male,41,Peppermint Storm,Coco,Black Cherry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720,A1,Urban,Female,26-40,Tangy Lime,Peppermint,Cinnamon Flame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721,A4,Urban,Male,18-25,Coco,Peppermint Storm,Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722,A4,Urban,Female,26-40,Tangy Lime,Crispy Peppermint,Bright Spearmint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723,A1,Urban,Male,18-25,Wintergreen,Minty Lemon,Tropical Punch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724,A2,Urban,Female,41,Coffee,Berry Ice,Zesty Orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725,A3,Urban,Male,18-25,Purple Grape,Bright Spearmint,Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726,A3,Rural,Male,18-25,Icy Berries,Wintergreen,Melon Fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727,A1,Urban,Male,26-40,Zesty Orange,Peppermint Storm,Minty Lemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728,A1,Urban,Female,26-40,Wintergreen,Minty Watermelon,Berry Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2729,A1,Rural,Male,26-40,Cinnamon Flame,Icy Berries,Cinnamon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730,A4,Rural,Female,18-25,Tropical Mango,Minty Lemon,Zesty Lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731,A4,Urban,Female,41,Creamy Latte,Black Cherry,Peppermint Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732,A4,Rural,Female,18-25,Berry Ice,Coffee,Tangy Lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733,A4,Rural,Male,26-40,Tropical Punch,Mango Flame,Arctic Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734,A2,Urban,Male,18-25,Tangy Lime,Minty Lemon,Mango Flame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2735,A2,Rural,Male,41,Ruby Berry,Cinnamon,Tropical Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736,A3,Urban,Male,41,Creamy Latte,Strawberry Ice,Cinnamon Flame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737,A1,Urban,Female,18-25,Peppermint,Tropical Mango,Peppermint Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738,A2,Rural,Male,41,Creamy Latte,Cinnamon Flame,Melon Fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739,A1,Rural,Female,26-40,Strawberry Ice,Tangy Lime,Cinnamon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740,A2,Urban,Male,26-40,Berry Ice,Peppermint,Wintergreen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2741,A1,Rural,Male,26-40,Zesty Orange,Bright Spearmint,Wintergreen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742,A3,Urban,Female,26-40,Tangy Lime,Coco,Tropical Mango,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743,A3,Rural,Female,41,Black Cherry,Wintergreen,Tangy Lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2744,A4,Rural,Male,26-40,Arctic Peppermint,Wintergreen,Icy Berries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745,A4,Urban,Male,18-25,Fresh Classic,Bright Spearmint,Minty Lemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746,A2,Rural,Male,41,Creamy Latte,Strawberry Ice,Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747,A3,Urban,Male,41,Mango Flame,Creamy Latte,Tropical Punch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2748,A4,Urban,Male,41,Zesty Orange,Coffee,Crispy Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749,A3,Rural,Male,41,Mango Flame,Coco,Tropical Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750,A4,Rural,Female,18-25,Melon Fresh,Fresh Classic,Zesty Orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751,A1,Rural,Female,26-40,Purple Grape,Peppermint,Strawberry Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752,A1,Rural,Female,18-25,Arctic Peppermint,Citrus Burst,Minty Watermelon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2753,A4,Rural,Male,26-40,Coco,Tropical Punch,Berry Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754,A1,Rural,Female,41,Minty Watermelon,Tropical Punch,Mango Flame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2755,A4,Rural,Female,18-25,Crispy Peppermint,Smart Mint,Minty Lemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2756,A3,Rural,Male,18-25,Cinnamon Flame,Zesty Orange,Tropical Punch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2757,A2,Rural,Female,26-40,Zesty Orange,Tangy Lime,Wintergreen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2758,A2,Urban,Male,18-25,Mango Flame,Tropical Punch,Creamy Latte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759,A3,Rural,Female,26-40,Ruby Berry,Creamy Latte,Zesty Lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2760,A3,Urban,Male,26-40,Tropical Ice,Citrus Burst,Minty Watermelon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2761,A4,Urban,Female,41,Peppermint Storm,Cinnamon Flame,Minty Lemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2762,A2,Urban,Male,18-25,Peppermint,Tropical Punch,Strawberry Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2763,A2,Rural,Male,41,Mango Flame,Creamy Latte,Citrus Burst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2764,A4,Urban,Male,41,Arctic Peppermint,Creamy Latte,Purple Grape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2765,A3,Rural,Female,26-40,Black Cherry,Tangy Lime,Peppermint Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766,A1,Urban,Male,41,Coffee,Bright Spearmint,Ruby Berry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2767,A1,Rural,Female,26-40,Tropical Ice,Zesty Lime,Cinnamon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2768,A3,Rural,Male,26-40,Cinnamon,Strawberry Ice,Tropical Punch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2769,A3,Urban,Male,41,Coffee,Coco,Cinnamon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2770,A2,Rural,Male,26-40,Coco,Ruby Berry,Melon Fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2771,A3,Rural,Male,18-25,Zesty Orange,Ruby Berry,Minty Lemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772,A3,Rural,Female,41,Coffee,Ruby Berry,Tropical Mango,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2773,A3,Urban,Female,26-40,Coco,Zesty Lime,Icy Berries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2774,A1,Urban,Male,41,Mango Flame,Minty Lemon,Melon Fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775,A2,Urban,Male,41,Cinnamon Flame,Coffee,Melon Fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2776,A4,Rural,Male,26-40,Strawberry Ice,Peppermint Storm,Smart Mint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777,A4,Rural,Male,41,Mango Flame,Cinnamon,Wintergreen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778,A1,Urban,Male,41,Smart Mint,Cinnamon Flame,Tropical Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779,A3,Rural,Male,18-25,Creamy Latte,Purple Grape,Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780,A2,Urban,Female,18-25,Icy Berries,Tropical Mango,Cinnamon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781,A3,Urban,Male,18-25,Tropical Ice,Wintergreen,Tropical Punch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782,A4,Urban,Female,26-40,Smart Mint,Wintergreen,Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783,A2,Rural,Male,26-40,Tropical Mango,Ruby Berry,Tropical Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784,A4,Rural,Male,18-25,Zesty Lime,Black Cherry,Minty Lemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785,A1,Rural,Female,41,Cinnamon Flame,Tropical Mango,Fresh Classic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786,A1,Urban,Female,41,Zesty Lime,Ruby Berry,Tangy Lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787,A1,Rural,Female,26-40,Crispy Peppermint,Bright Spearmint,Tropical Mango,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788,A4,Rural,Male,41,Berry Ice,Peppermint Storm,Mango Flame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789,A4,Urban,Female,26-40,Arctic Peppermint,Smart Mint,Tropical Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790,A4,Urban,Female,26-40,Black Cherry,Wintergreen,Arctic Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791,A2,Urban,Male,18-25,Citrus Burst,Black Cherry,Tropical Mango,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792,A1,Rural,Female,26-40,Ruby Berry,Arctic Peppermint,Melon Fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793,A4,Rural,Female,26-40,Coco,Black Cherry,Citrus Burst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794,A1,Rural,Male,41,Purple Grape,Berry Ice,Citrus Burst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795,A3,Rural,Male,18-25,Cinnamon,Minty Watermelon,Peppermint Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796,A2,Urban,Female,26-40,Zesty Orange,Tropical Punch,Cinnamon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797,A2,Rural,Female,18-25,Purple Grape,Bright Spearmint,Smart Mint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798,A1,Rural,Male,18-25,Minty Watermelon,Crispy Peppermint,Strawberry Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799,A3,Urban,Female,41,Peppermint,Zesty Lime,Citrus Burst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800,A2,Rural,Male,41,Creamy Latte,Peppermint Storm,Tangy Lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801,A1,Rural,Male,18-25,Tropical Mango,Black Cherry,Minty Watermelon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802,A1,Rural,Male,18-25,Peppermint,Fresh Classic,Coco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803,A4,Urban,Male,41,Crispy Peppermint,Minty Lemon,Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804,A3,Rural,Male,41,Arctic Peppermint,Creamy Latte,Minty Watermelon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805,A4,Urban,Male,18-25,Smart Mint,Minty Lemon,Bright Spearmint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806,A4,Urban,Female,18-25,Crispy Peppermint,Tropical Punch,Smart Mint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807,A4,Urban,Female,26-40,Minty Watermelon,Bright Spearmint,Citrus Burst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808,A3,Urban,Male,18-25,Purple Grape,Minty Lemon,Arctic Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809,A3,Rural,Female,41,Ruby Berry,Purple Grape,Icy Berries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810,A2,Rural,Male,18-25,Cinnamon Flame,Strawberry Ice,Purple Grape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811,A3,Rural,Male,26-40,Citrus Burst,Melon Fresh,Tropical Punch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812,A1,Rural,Female,26-40,Purple Grape,Coco,Cinnamon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813,A2,Rural,Male,41,Icy Berries,Coffee,Cinnamon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814,A4,Rural,Male,41,Peppermint Storm,Coco,Fresh Classic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815,A4,Urban,Male,18-25,Peppermint Storm,Citrus Burst,Zesty Orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816,A3,Rural,Male,26-40,Coco,Tropical Punch,Citrus Burst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817,A4,Rural,Female,18-25,Fresh Classic,Melon Fresh,Black Cherry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818,A1,Rural,Male,41,Creamy Latte,Peppermint,Bright Spearmint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819,A1,Rural,Male,26-40,Coco,Melon Fresh,Zesty Lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820,A4,Rural,Male,26-40,Strawberry Ice,Cinnamon Flame,Wintergreen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821,A4,Urban,Female,41,Citrus Burst,Wintergreen,Minty Lemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822,A1,Rural,Female,26-40,Zesty Lime,Creamy Latte,Tropical Mango,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823,A4,Rural,Male,41,Smart Mint,Purple Grape,Tropical Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2824,A4,Urban,Male,18-25,Citrus Burst,Coffee,Wintergreen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825,A3,Rural,Male,26-40,Ruby Berry,Zesty Orange,Minty Watermelon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2826,A1,Urban,Male,26-40,Creamy Latte,Berry Ice,Crispy Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2827,A3,Urban,Male,18-25,Citrus Burst,Arctic Peppermint,Coco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2828,A4,Rural,Male,18-25,Tangy Lime,Coco,Minty Watermelon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2829,A3,Rural,Female,18-25,Bright Spearmint,Creamy Latte,Berry Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2830,A4,Rural,Male,26-40,Coffee,Citrus Burst,Cinnamon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2831,A1,Urban,Male,26-40,Cinnamon Flame,Fresh Classic,Minty Watermelon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2832,A2,Rural,Male,26-40,Tangy Lime,Wintergreen,Smart Mint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2833,A2,Urban,Male,41,Bright Spearmint,Tropical Ice,Fresh Classic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2834,A2,Urban,Male,26-40,Arctic Peppermint,Coffee,Tropical Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835,A3,Rural,Male,18-25,Icy Berries,Arctic Peppermint,Strawberry Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2836,A4,Urban,Female,26-40,Tropical Mango,Coffee,Coco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2837,A4,Urban,Male,26-40,Minty Watermelon,Black Cherry,Berry Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2838,A4,Urban,Male,41,Creamy Latte,Tropical Punch,Coco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2839,A3,Rural,Male,41,Berry Ice,Citrus Burst,Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2840,A1,Rural,Male,26-40,Tropical Mango,Bright Spearmint,Tropical Punch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2841,A1,Urban,Male,18-25,Smart Mint,Berry Ice,Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2842,A1,Rural,Male,26-40,Arctic Peppermint,Mango Flame,Purple Grape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2843,A2,Urban,Female,41,Black Cherry,Peppermint Storm,Cinnamon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2844,A4,Urban,Male,41,Cinnamon,Creamy Latte,Melon Fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2845,A2,Rural,Male,26-40,Purple Grape,Cinnamon Flame,Cinnamon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2846,A3,Urban,Female,18-25,Zesty Lime,Peppermint,Minty Watermelon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2847,A1,Rural,Female,41,Peppermint Storm,Icy Berries,Cinnamon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2848,A1,Urban,Male,26-40,Citrus Burst,Mango Flame,Tropical Mango,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2849,A2,Rural,Female,26-40,Zesty Orange,Mango Flame,Icy Berries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2850,A1,Urban,Male,18-25,Peppermint,Ruby Berry,Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2851,A2,Urban,Male,18-25,Tropical Ice,Creamy Latte,Tangy Lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2852,A2,Rural,Female,41,Cinnamon,Tropical Punch,Berry Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2853,A1,Urban,Female,18-25,Peppermint,Fresh Classic,Bright Spearmint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2854,A1,Urban,Male,18-25,Melon Fresh,Black Cherry,Wintergreen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2855,A4,Urban,Female,18-25,Minty Lemon,Tropical Ice,Wintergreen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2856,A1,Urban,Male,18-25,Cinnamon Flame,Fresh Classic,Wintergreen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2857,A3,Urban,Female,26-40,Purple Grape,Minty Lemon,Mango Flame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2858,A1,Rural,Female,41,Icy Berries,Coco,Strawberry Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2859,A4,Urban,Male,26-40,Smart Mint,Minty Watermelon,Tangy Lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2860,A4,Rural,Male,26-40,Bright Spearmint,Black Cherry,Minty Watermelon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2861,A3,Urban,Male,18-25,Arctic Peppermint,Mango Flame,Purple Grape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2862,A3,Rural,Male,18-25,Berry Ice,Tropical Mango,Tropical Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2863,A4,Urban,Male,26-40,Black Cherry,Bright Spearmint,Tropical Mango,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2864,A4,Urban,Male,18-25,Creamy Latte,Tangy Lime,Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2865,A3,Rural,Male,26-40,Ruby Berry,Tropical Mango,Crispy Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2866,A1,Urban,Male,18-25,Zesty Orange,Melon Fresh,Crispy Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2867,A1,Rural,Female,18-25,Peppermint Storm,Berry Ice,Tropical Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2868,A2,Rural,Female,18-25,Minty Lemon,Minty Watermelon,Black Cherry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2869,A1,Rural,Male,26-40,Ruby Berry,Cinnamon,Peppermint Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2870,A4,Urban,Female,18-25,Citrus Burst,Coco,Fresh Classic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2871,A4,Rural,Female,18-25,Coco,Smart Mint,Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2872,A2,Rural,Male,26-40,Creamy Latte,Mango Flame,Peppermint Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2873,A4,Rural,Female,18-25,Coffee,Melon Fresh,Ruby Berry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2874,A1,Rural,Male,18-25,Citrus Burst,Tropical Ice,Crispy Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2875,A1,Urban,Female,41,Zesty Lime,Creamy Latte,Coco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2876,A2,Urban,Male,18-25,Bright Spearmint,Cinnamon,Arctic Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2877,A2,Rural,Female,18-25,Mango Flame,Citrus Burst,Icy Berries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2878,A4,Urban,Female,41,Bright Spearmint,Cinnamon Flame,Black Cherry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2879,A2,Urban,Male,18-25,Citrus Burst,Wintergreen,Minty Watermelon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2880,A2,Rural,Female,18-25,Minty Watermelon,Fresh Classic,Tropical Punch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2881,A1,Rural,Male,18-25,Tropical Mango,Citrus Burst,Bright Spearmint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2882,A3,Rural,Female,18-25,Arctic Peppermint,Ruby Berry,Mango Flame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2883,A2,Urban,Male,26-40,Cinnamon Flame,Cinnamon,Tropical Punch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2884,A3,Urban,Male,26-40,Cinnamon Flame,Tropical Ice,Smart Mint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2885,A4,Urban,Male,18-25,Peppermint,Bright Spearmint,Cinnamon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886,A2,Rural,Male,26-40,Cinnamon Flame,Tropical Ice,Tropical Mango,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2887,A4,Urban,Male,41,Citrus Burst,Tangy Lime,Cinnamon Flame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888,A1,Rural,Female,18-25,Minty Lemon,Purple Grape,Cinnamon Flame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889,A4,Urban,Male,18-25,Tropical Mango,Tropical Punch,Strawberry Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2890,A3,Urban,Male,41,Mango Flame,Cinnamon Flame,Melon Fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2891,A2,Rural,Male,26-40,Coffee,Tangy Lime,Wintergreen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2892,A4,Urban,Male,18-25,Peppermint Storm,Wintergreen,Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2893,A3,Urban,Female,26-40,Tropical Ice,Citrus Burst,Fresh Classic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2894,A3,Rural,Male,26-40,Peppermint Storm,Melon Fresh,Tangy Lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2895,A1,Urban,Female,26-40,Peppermint,Cinnamon,Tropical Punch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2896,A3,Rural,Male,26-40,Cinnamon Flame,Fresh Classic,Creamy Latte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2897,A2,Urban,Male,18-25,Zesty Orange,Smart Mint,Strawberry Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2898,A2,Urban,Male,26-40,Wintergreen,Purple Grape,Cinnamon Flame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2899,A2,Rural,Male,41,Mango Flame,Purple Grape,Strawberry Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2900,A1,Urban,Male,26-40,Peppermint,Wintergreen,Icy Berries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2901,A3,Urban,Male,26-40,Tangy Lime,Tropical Mango,Zesty Orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2902,A4,Urban,Female,26-40,Bright Spearmint,Arctic Peppermint,Fresh Classic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2903,A3,Rural,Male,26-40,Strawberry Ice,Bright Spearmint,Peppermint Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2904,A4,Urban,Male,41,Mango Flame,Creamy Latte,Minty Watermelon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2905,A2,Rural,Male,18-25,Purple Grape,Tangy Lime,Cinnamon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2906,A2,Urban,Female,41,Creamy Latte,Fresh Classic,Mango Flame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2907,A3,Rural,Female,18-25,Zesty Orange,Citrus Burst,Ruby Berry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2908,A2,Rural,Male,41,Crispy Peppermint,Citrus Burst,Icy Berries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2909,A1,Urban,Male,18-25,Tropical Punch,Mango Flame,Smart Mint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2910,A2,Urban,Male,41,Melon Fresh,Arctic Peppermint,Peppermint Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2911,A4,Urban,Male,26-40,Creamy Latte,Cinnamon Flame,Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2912,A3,Rural,Male,41,Melon Fresh,Zesty Orange,Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
